Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticide	Energy.Extraction.and.Production	Agricultural.Crops	Forage.Crops	Mining.and.sewage.treatment	Hydraulic.Engineering	Veterinary.Antibiotics	Global.coal.mining.industry	GDP	PM2.5	HH.ARG
 3.33725047966584e-03	 2.39484321300837e-02	-1.59701462932317e-02	 1.10780909906678e-02	-2.72258010126367e-02	-2.61890575428533e-02	-1.40605362055735e-02	-1.62837859387279e-02	 1.13966678289724e-02	 1.73054438463850e-02	 4.96352580920266e-03	-2.97369072351722e-02	 5.65352898066390e-03	3.411788060e+05
 3.62842195404381e-03	 2.16737807592777e-02	-1.34335876134267e-02	 8.92886679037516e-03	-2.56884373717084e-02	-2.78875215128137e-02	-1.30251085051539e-02	-2.06416914124059e-02	 2.04396496997474e-02	-2.37141500675169e-03	 9.84365073009762e-03	-2.06986568582878e-02	 8.18961491264443e-03	8.438819000e+05
 3.25058048225821e-03	 2.46255040473521e-02	-1.67251774468589e-02	 1.17178283010128e-02	-2.76834121267009e-02	-2.56834933622004e-02	-1.43687412462728e-02	-1.49866133468277e-02	 8.70493706457842e-03	 2.31624506477364e-02	 3.51090956255158e-03	-3.24272296247792e-02	 4.89863854498577e-03	1.915443820e+05
 3.93097369264433e-03	 1.93102259899873e-02	-1.07978890434461e-02	 6.69564143809798e-03	-2.40909867855281e-02	-2.96523689387492e-02	-1.19492117277436e-02	-2.51699230344580e-02	 2.98360711485881e-02	-2.28173322070234e-02	 1.49145124364464e-02	-1.13071518309677e-02	 1.08248222577325e-02	1.366232846e+06
 4.02936173774966e-03	 1.85416118867415e-02	-9.94077537757579e-03	 5.96940969437510e-03	-2.35715052546876e-02	-3.02262869368746e-02	-1.15993364265664e-02	-2.66424773127402e-02	 3.28917321129365e-02	-2.94662241718339e-02	 1.65635268251753e-02	-8.25308965796831e-03	 1.16817761801583e-02	1.536098300e+06
 3.51247536579246e-03	 2.25795633963634e-02	-1.44436636363305e-02	 9.78470342046925e-03	-2.63006266991420e-02	-2.72111808685062e-02	-1.34374233086595e-02	-1.89063419154324e-02	 1.68386688764196e-02	 5.46405258635107e-03	 7.90034967003690e-03	-2.42977535665075e-02	 7.17972714134553e-03	6.437018900e+05
 1.27379810957622e-02	-6.58245543514214e-02	-6.87090744886981e-02	-1.30497514826612e-02	 2.70824398985448e-02	 3.51718311692332e-04	 1.42143936572547e-02	 3.89145608013235e-05	-3.03351771487040e-02	-2.26644388679636e-02	 1.39803775365745e-02	-1.96107864092186e-02	 3.35458419786445e-04	6.885355750e+05
 2.38094049172150e-02	-2.47714701979315e-02	-3.96458815458714e-02	-2.59858428261334e-03	-1.42282552943471e-03	-1.22886751073241e-02	-5.96999896467517e-04	 3.74573433296618e-02	 3.03964907278256e-02	-9.05678716431543e-03	-1.67706456642259e-02	 6.03529052539591e-03	-4.32958588142133e-03	1.168057481e+06
 2.37287990164270e-02	-2.41417714160913e-02	-4.03480849389890e-02	-2.00360789273857e-03	-1.84841866619528e-03	-1.18184840676728e-02	-8.83640552704367e-04	 3.86637557950488e-02	 2.78930940573228e-02	-3.60958140378083e-03	-1.81216257561011e-02	 3.53320368899668e-03	-5.03165840229489e-03	1.028892627e+06
 2.36843806351679e-02	-2.37947719992158e-02	-4.07350384713234e-02	-1.67574246517988e-03	-2.08294440221551e-03	-1.15593823808277e-02	-1.04159566304509e-03	 3.93285568619608e-02	 2.65135818049187e-02	-6.07864905326612e-04	-1.88660917096816e-02	 2.15441322879428e-03	-5.41853981666811e-03	9.522049716e+05
 2.37553370026280e-02	-2.43490879700896e-02	-4.01168975969370e-02	-2.19949274819073e-03	-1.70830008082869e-03	-1.19732856789710e-02	-7.89269474340258e-04	 3.82665670403022e-02	 2.87172906192134e-02	-5.40297208478766e-03	-1.76768408124979e-02	 4.35696901249123e-03	-4.80051414748304e-03	1.074710054e+06
 1.77748671197164e-02	-5.60318348478173e-02	-5.34477075217847e-02	-6.77670547825958e-03	 1.85847206116036e-02	 8.11277364509608e-03	 4.87932951866685e-03	-1.05638809567911e-05	-7.63286660155330e-03	-1.69221568201585e-02	-3.43522034083783e-03	-2.84651346196550e-02	-5.81027584398480e-03	6.552806015e+05
-3.50236913330853e-02	-7.48949052386077e-03	 2.07088365424835e-02	-8.44372230183871e-03	-5.04293252429312e-03	 1.29147067429350e-02	-5.28254773210652e-03	 1.85852323045909e-03	 1.56308858338673e-02	-1.12412571212900e-02	-8.91382300700234e-03	-4.99152400007225e-03	-5.41296107073770e-03	8.486251594e+05
-3.50075837248407e-02	-7.61532425552126e-03	 2.08491589885305e-02	-8.56261740144338e-03	-4.95788555562791e-03	 1.28207477028051e-02	-5.22526786360417e-03	 1.61744386550028e-03	 1.61311436618327e-02	-1.23297811072623e-02	-8.64385445813059e-03	-4.49152791838599e-03	-5.27266477710404e-03	8.764346985e+05
-3.50272827236836e-02	-7.46143433612853e-03	 2.06775499165733e-02	-8.41721316799252e-03	-5.06189479845793e-03	 1.29356560737244e-02	-5.29531898765758e-03	 1.91227485836044e-03	 1.55193471601690e-02	-1.09985572275613e-02	-8.97401583597590e-03	-5.10300431419836e-03	-5.44424186564366e-03	8.424246785e+05
-3.50948584026739e-02	-6.93352853362160e-03	 2.00888601232034e-02	-7.91841676306443e-03	-5.41868933718396e-03	 1.33298391105620e-02	-5.53562319345517e-03	 2.92366658891653e-03	 1.34206331933533e-02	-6.43191106059294e-03	-1.01066053377184e-02	-7.20062018610974e-03	-6.03282194271906e-03	7.257563030e+05
 5.06089342715493e-02	 1.19657541251153e-02	-2.45335373545307e-02	-4.12444958645978e-02	-7.48733592931511e-02	 1.84876941117926e-02	 1.33292873883842e-01	 5.92131000847253e-02	-3.99561913783465e-02	-3.57163454419454e-02	 3.97156005335970e-02	 1.32362457914841e-01	-1.64016320009783e-02	5.130133343e+05
 5.06250032922523e-02	 1.18402218419556e-02	-2.43935510662883e-02	-4.13631061379555e-02	-7.47885160638240e-02	 1.83939601608452e-02	 1.33350016532140e-01	 5.89725982518175e-02	-3.94571319728571e-02	-3.68022617493617e-02	 3.99849223432101e-02	 1.32861256201094e-01	-1.62616718024984e-02	5.407562526e+05
 5.06627984489696e-02	 1.15449635058829e-02	-2.40642961726541e-02	-4.16420835537345e-02	-7.45889604587828e-02	 1.81734931248475e-02	 1.33484418957001e-01	 5.84069256676869e-02	-3.82833187834742e-02	-3.93563923201730e-02	 4.06183809832739e-02	 1.34034455224705e-01	-1.59324782733166e-02	6.060090122e+05
 5.10098086846785e-02	 8.83409593197183e-03	-2.10412945985845e-02	-4.42034704407166e-02	-7.27567723278932e-02	 1.61493100079462e-02	 1.34718413499734e-01	 5.32132925727933e-02	-2.75061391947343e-02	-6.28067369778215e-02	 4.64343809973780e-02	 1.44805995947846e-01	-1.29100401072332e-02	1.205116873e+06
 2.43908337568516e-02	 2.26151577197383e-02	-3.91826131627584e-02	-1.46890743426709e-02	-4.21694774045658e-02	 6.31856270492952e-02	 1.51496889749291e-02	-3.75390729579733e-02	 3.44863340582369e-02	-4.98704463565886e-03	 1.97640094619309e-02	-2.75463237667040e-02	 1.45449997283313e-02	6.877076970e+05
 2.42601086194009e-02	 2.36363913887852e-02	-4.03214334499359e-02	-1.37241527974006e-02	-4.28596963681551e-02	 6.39481740549807e-02	 1.46848205370209e-02	-3.55825358581070e-02	 3.04263723104533e-02	 3.84713145823023e-03	 1.75730152980179e-02	-3.16041612501155e-02	 1.34063916873035e-02	4.620127480e+05
 1.02803282186152e-02	-3.07621842147747e-02	-2.16755541987528e-02	-8.90841903818163e-03	 1.00882271384564e-02	-3.29952485030953e-04	-1.66482390492815e-02	 1.28774807617279e-02	 9.99171844536204e-03	 2.27835545126824e-02	-2.00834627774669e-02	 1.35914091507236e-02	-1.60250297437521e-02	6.325213116e+05
 2.43762115446782e-02	 2.49662891228673e-02	-1.27254584744668e-03	 3.59790848217696e-02	 4.15572192153785e-02	 2.34183763944211e-02	 3.82331400961687e-02	 5.01464395361569e-02	-2.23947006137505e-03	 8.81361126676058e-03	 1.40502507003082e-02	-2.79866835743267e-02	-3.82599449903439e-02	4.755978760e+05
 2.43393199277403e-02	 2.52544889447015e-02	-1.59392949725527e-03	 3.62513929387654e-02	 4.13624342328988e-02	 2.36335728943405e-02	 3.81019507268381e-02	 5.06985890203388e-02	-3.38522180050135e-03	 1.13066821999651e-02	 1.34319356693626e-02	-2.91318358300712e-02	-3.85812687426928e-02	4.119050640e+05
 2.78744263846122e-02	-8.28752447997292e-03	-5.82710925176720e-03	 9.31619907540859e-03	-2.32771669258959e-02	 1.30430116649883e-02	 1.04930438922194e-02	 4.82143199977418e-02	-1.64378836243564e-03	-1.02576668159875e-02	-6.35392057677733e-03	-1.12947300520950e-02	-2.45402426712437e-02	8.438818800e+05
 2.76795303417661e-02	-6.76498333142278e-03	-7.52495843220951e-03	 1.07547853679734e-02	-2.43062034778880e-02	 1.41798809526445e-02	 9.79997887994068e-03	 5.11312902597891e-02	-7.69672121208324e-03	 2.91306680175256e-03	-9.62043917276537e-03	-1.73444958695393e-02	-2.62377754172535e-02	5.073968450e+05
 2.74165512626952e-02	-4.71057287112647e-03	-9.81591728059782e-03	 1.26959130217636e-02	-2.56947133769162e-02	 1.57138927977593e-02	 8.86480546131307e-03	 5.50672457670870e-02	-1.58641251430896e-02	 2.06847329007793e-02	-1.40280507363285e-02	-2.55076264289572e-02	-2.85283072911665e-02	5.336749000e+04
 3.78902842394723e-02	 6.60220284961586e-02	-1.60970222426009e-02	-1.73723538099280e-02	 2.38986918768358e-02	 1.46863763248255e-01	-1.88603858826460e-02	-2.00745975961411e-02	-4.58448153038301e-03	 2.24380579370011e-02	 4.03376399334056e-02	-2.27647118179687e-02	 3.97522709673125e-03	2.459716260e+05
 3.77478146150511e-02	 6.71350108965818e-02	-1.73381553694164e-02	-1.63207426750570e-02	 2.31464628990838e-02	 1.47694818297209e-01	-1.93670186010785e-02	-1.79422830985604e-02	-9.00919460892049e-03	 3.20659059141583e-02	 3.79498044969369e-02	-2.71871097859377e-02	 2.73432528448784e-03	0.000000000e+00
 3.80680565886688e-02	 6.46332588075928e-02	-1.45483472003532e-02	-1.86845449710030e-02	 2.48373166051027e-02	 1.45826780038926e-01	-1.82282140151238e-02	-2.27352809453151e-02	 9.36636684727460e-04	 1.04245135793257e-02	 4.33171600715411e-02	-1.72464823775431e-02	 5.52361350668244e-03	5.528928660e+05
 1.01271864600663e-02	-2.80688792154206e-03	-4.06571070470378e-02	-8.28390685742289e-03	-3.06798081859670e-02	 2.17019502952362e-02	 3.28047009712398e-02	 4.54734328692287e-02	 9.65593037147977e-03	-2.60354222214569e-02	 2.63824866928894e-02	 4.28432020810918e-02	-1.22634139659314e-02	5.299247700e+05
 1.02300732800664e-02	-3.61064676038804e-03	-3.97608020196778e-02	-9.04334541131205e-03	-3.01365734596367e-02	 2.11017900043722e-02	 3.31705742548909e-02	 4.39335463229740e-02	 1.28513108598682e-02	-3.29883335233455e-02	 2.81069019550190e-02	 4.60369106736968e-02	-1.13672759862550e-02	7.075572900e+05
 1.02171838550571e-02	-3.50995369514536e-03	-3.98730890593163e-02	-8.94820468979370e-03	-3.02046286611435e-02	 2.11769767101393e-02	 3.31247384884387e-02	 4.41264597803128e-02	 1.24510009155888e-02	-3.21172887304164e-02	 2.78908711630661e-02	 4.56368101806894e-02	-1.14795420985425e-02	6.853038950e+05
 1.04010007785455e-02	-4.94594400938696e-03	-3.82717563265492e-02	-1.03050126711681e-02	-2.92340890320055e-02	 2.01047342376205e-02	 3.37784053175551e-02	 4.13753084914168e-02	 1.81598469150062e-02	-4.45393148441547e-02	 3.09717002556628e-02	 5.13426691819734e-02	-9.87850781208044e-03	1.002661000e+06
 6.45218422446678e-03	 8.85301380546420e-02	-2.70385288434749e-02	 3.81417782178899e-02	 7.62956454101106e-02	 1.51108620507501e-02	 7.88657599730173e-02	-1.22293306976043e-01	 5.97754631988233e-03	-1.30953695003159e-01	-9.63606776550882e-02	 1.47040163248310e-01	 3.73270589255920e-04	2.873563300e+06
-1.66598752921172e-02	 2.04527772879326e-02	-1.03604647317496e-02	 1.55558654736380e-02	 1.75587216087733e-02	-8.09009683558490e-03	 6.88305594502056e-03	 7.66967875282494e-03	-7.50328036530375e-03	-1.09205918065480e-02	 1.59558064197902e-02	-6.98582617671625e-03	-2.16871381819697e-03	8.438819000e+05
-1.81655636202894e-02	 4.57775768550515e-02	-9.08097036764463e-03	 3.72776012335094e-02	 6.14227806933780e-02	 7.65077792993363e-03	 2.11887440611081e-02	 1.28053106032020e-02	-7.57081946337849e-04	 1.89668997916245e-02	 9.73738725980372e-03	-4.23134341706787e-02	-2.30486458330863e-02	0.000000000e+00
-1.81655636202894e-02	 4.57775768550515e-02	-9.08097036764463e-03	 3.72776012335094e-02	 6.14227806933780e-02	 7.65077792993363e-03	 2.11887440611081e-02	 1.28053106032020e-02	-7.57081946337849e-04	 1.89668997916245e-02	 9.73738725980372e-03	-4.23134341706787e-02	-2.30486458330863e-02	0.000000000e+00
-1.81655636202894e-02	 4.57775768550515e-02	-9.08097036764463e-03	 3.72776012335094e-02	 6.14227806933780e-02	 7.65077792993363e-03	 2.11887440611081e-02	 1.28053106032020e-02	-7.57081946337849e-04	 1.89668997916245e-02	 9.73738725980372e-03	-4.23134341706787e-02	-2.30486458330863e-02	0.000000000e+00
-1.87285094333311e-02	 1.93802619828085e-02	-9.28967384096696e-03	 9.20732736569748e-03	-1.03313102066921e-02	-2.06414573611688e-02	-1.61199334075694e-02	 1.99325034254106e-03	-9.73208256523046e-03	-1.09210059600990e-02	 2.12387772445988e-03	-1.85472099902327e-03	 1.34488563882572e-03	8.012820600e+05
-1.90113961437847e-02	 2.15876115282073e-02	-1.17511061394827e-02	 1.12925543266558e-02	-1.18228215807582e-02	-1.89948140829021e-02	-1.71243278348391e-02	 6.21913025957932e-03	-1.85061081756126e-02	 8.16879308061237e-03	-2.61075931313150e-03	-1.06232206234371e-02	-1.11662313260633e-03	3.135779400e+05
-1.75889092616894e-02	 2.47500657882366e-02	-1.10468854439430e-02	 1.64643468896519e-02	 8.05484915036566e-04	-1.68508233489122e-02	 5.99631817666706e-05	-1.17478111551067e-02	-9.77293393492861e-03	 1.10331041353826e-02	 8.70845961158139e-03	-2.61579865675542e-02	 5.66514405721669e-03	3.158167500e+05
-1.76223398305688e-02	 2.50112276671287e-02	-1.13381179551050e-02	 1.67111079702785e-02	 6.28974007845148e-04	-1.66558158645485e-02	-5.89184399047196e-05	-1.12474624879893e-02	-1.08111950796778e-02	 1.32922834956720e-02	 8.14815282790173e-03	-2.71957044704465e-02	 5.37396582413519e-03	2.580993845e+05
-1.77880121884751e-02	 3.97699726228388e-02	-1.23383379252971e-02	 1.85115038826324e-02	 7.83005704905795e-03	-6.41664074593248e-03	 2.25623355566589e-02	-3.99352390649679e-02	 1.54548056456272e-02	 9.93050918551114e-04	 1.89888523325186e-02	-4.24102727276154e-02	 1.09187418073051e-02	6.773807900e+05
-1.77740326402773e-02	 3.96607634410699e-02	-1.22165542086864e-02	 1.84083166340876e-02	 7.90386801959257e-03	-6.49818636773812e-03	 2.26120478833016e-02	-4.01444681789829e-02	 1.58889718055644e-02	 4.83375076460626e-05	 1.92231539298453e-02	-4.19763337332927e-02	 1.10405028266341e-02	7.015162660e+05
-1.77261343108212e-02	 3.92865784320835e-02	-1.17992848879549e-02	 1.80547646625540e-02	 8.15676762222147e-03	-6.77758731859126e-03	 2.27823779516184e-02	-4.08613529375699e-02	 1.73765616384540e-02	-3.18854780202466e-03	 2.00259449029220e-02	-4.04895222412541e-02	 1.14576943793387e-02	7.842119987e+05
 3.96425307468926e-05	 3.69968473820678e-02	-5.79165850042280e-03	 1.58081696006303e-02	 5.85080219377476e-02	-1.02367343267924e-02	-1.34208078025586e-02	-1.13080819624261e-03	-6.91403808380616e-03	 1.29800203451068e-02	-1.58312230185096e-03	 3.24835749825747e-02	-3.30634571671405e-03	5.861553120e+05
-1.17909365710647e-03	 2.85148998215320e-02	 2.42619252588556e-03	 8.68038584667287e-03	 4.21740143190874e-02	-1.26027554711922e-02	 1.92805685419458e-03	 5.85292524067564e-03	 1.03579994809240e-02	 3.40421428505211e-02	 9.51729043530580e-03	-1.29920607551632e-02	-9.18494647225178e-03	3.810873725e+05
-1.16962588148603e-03	 2.84409369141438e-02	 2.50867165087452e-03	 8.61050134809746e-03	 4.22240034673390e-02	-1.26579829820647e-02	 1.96172497762489e-03	 5.71122292835964e-03	 1.06520424446965e-02	 3.34023271373428e-02	 9.67597331400948e-03	-1.26981716413604e-02	-9.10248271920245e-03	3.974333422e+05
 7.90781343347169e-03	-2.18890068267631e-02	-4.25844616977062e-02	-5.36057031311853e-04	-2.77443467280112e-03	-2.60767308737903e-05	 5.48782449500810e-04	 2.85106043625139e-02	 2.78724896694119e-03	-7.77811241524684e-03	 4.32896182069916e-04	-8.69639719048773e-03	-1.57832375824459e-02	5.329248560e+05
 7.91506344213935e-03	-2.19456443878068e-02	-4.25213027895271e-02	-5.89571525182393e-04	-2.73615516844413e-03	-6.83675443205189e-05	 5.74564026555431e-04	 2.84020949265380e-02	 3.01241421393083e-03	-8.26805531759472e-03	 5.54408593446610e-04	-8.47134975507902e-03	-1.57200904454261e-02	5.454418850e+05
 7.90175639512488e-03	-2.18416888310425e-02	-4.26372279696266e-02	-4.91348210075608e-04	-2.80641538295132e-03	 9.25523774950595e-06	 5.27243164788305e-04	 2.86012588492634e-02	 2.59913408351114e-03	-7.36878836015946e-03	 3.31378326152826e-04	-8.88441364793015e-03	-1.58359940201211e-02	5.224674720e+05
-3.92464859426753e-02	-1.16652393851680e-02	 2.32312082331901e-02	-1.21237995614789e-02	-6.62261832868571e-03	 8.23927992077377e-03	 8.98980779891897e-03	 6.35999290997323e-03	-2.53405824053105e-02	 1.34273022632226e-02	 1.92681711757521e-02	 1.74789890382297e-02	 9.63631236965604e-03	5.320283108e+05
-3.91910893820208e-02	-1.20980010864979e-02	 2.37137988683460e-02	-1.25326982320161e-02	-6.33012862527452e-03	 7.91614022265503e-03	 9.18680214231101e-03	 5.53088361822468e-03	-2.36201182191414e-02	 9.68369960683196e-03	 2.01966348474051e-02	 1.91985530383870e-02	 1.01188130626101e-02	6.276696249e+05
-3.92109985334363e-02	-1.19424694409086e-02	 2.35403590389869e-02	-1.23857427992398e-02	-6.43524745799398e-03	 8.03227445738331e-03	 9.11600369987629e-03	 5.82885992278860e-03	-2.42384414793331e-02	 1.10291252297367e-02	 1.98629512467576e-02	 1.85805532989951e-02	 9.94540555787357e-03	5.932967797e+05
-4.03251168101467e-02	-1.34825113960072e-02	 2.25338765565452e-02	-1.37543641237035e-02	-8.21805671803515e-03	-9.70761065799786e-04	 2.13794432434413e-02	 1.05411533330960e-02	-6.66966759512752e-02	 3.13657830187187e-02	 4.98225102113274e-02	 4.05875097292213e-02	 2.51817147656776e-02	3.553913404e+05
-3.87915036786866e-02	-1.00537315869045e-02	 2.28137654811752e-02	-1.06433032636861e-02	-6.26346429780582e-03	 1.34440424492999e-02	 2.33684876600964e-03	 5.53377676152362e-03	-6.96501464872654e-03	 1.02332225056035e-02	 2.19950534147072e-03	 2.93596347600931e-03	 9.18193756895496e-04	4.702734555e+05
-1.15724661432686e-02	 4.26260728320390e-03	-3.00292646341538e-02	-1.19901511326073e-02	-2.53007643968256e-02	 1.36740054176569e-02	 3.08118185929720e-02	-5.42867071442069e-02	 2.26296422341173e-02	 1.34529743589439e-03	 1.57027161045541e-02	-4.08619031877508e-02	 2.75917413737113e-02	7.109682278e+05
 1.15284173336117e-02	-2.13340430451367e-02	-4.03101473801756e-02	-2.08142686015900e-03	-6.59838027656664e-03	 1.00889277207265e-03	 6.76593361036298e-03	 3.39403191649532e-02	-5.06328664435842e-03	-3.59642354479983e-03	 8.25946127133297e-03	 5.36571501220474e-04	-1.09474861191097e-02	5.217913801e+05
-1.64283544404148e-02	 2.78145231064555e-02	-1.77329918233793e-02	 6.67546360043248e-03	-2.24427553757301e-02	-1.14063338059859e-02	 2.51467935852899e-03	-2.67340253082639e-02	 1.63222359813605e-02	-1.64812453944586e-02	 6.43997433401340e-03	-2.88434136181854e-02	 1.27361308012985e-02	9.284966043e+05
-1.66083712731055e-02	 2.92208268528060e-02	-1.93012198252747e-02	 8.00422196903815e-03	-2.33932308092356e-02	-1.03562580560699e-02	 1.87452593859664e-03	-2.40397492215934e-02	 1.07314103074707e-02	-4.31602276881662e-03	 3.42283595096468e-03	-3.44313140448617e-02	 1.11681950758571e-02	6.177002979e+05
-3.83947577629209e-02	-1.01923851821965e-02	 2.35420904106244e-02	-1.06519901279455e-02	-5.33985093833759e-03	 1.56132797074300e-02	-8.67402154010766e-04	 3.18590945678652e-03	 6.25930118891632e-03	 1.25443229722473e-03	-5.30121589516706e-03	-1.58792982294378e-03	-2.54442355304934e-03	6.233626901e+05
 3.35890264338311e-02	 4.92655893427351e-02	-5.50892274176484e-02	-3.16528587419240e-02	-8.36283389293309e-02	 8.51712169799757e-02	 7.51501455423662e-02	 2.00828857670838e-03	 6.53305942164350e-02	-2.69007611998782e-02	 5.88800867137629e-02	 7.19287733446378e-02	 1.03037196419099e-02	5.007397889e+05
-2.29961406236844e-03	 1.70472437215872e-02	-1.30772392031353e-02	 2.35262754368825e-03	-1.51856971612029e-02	 4.76301011741783e-03	-9.87090443432178e-03	 1.59745974158155e-02	-1.18653500690273e-03	-1.77327588730845e-03	-2.19610985341931e-03	-1.01768278347083e-02	-2.65507569328590e-03	4.820805558e+05
 3.35845950635883e-02	 4.93002075086075e-02	-5.51278315792572e-02	-3.16201494657609e-02	-8.36517362332917e-02	 8.51970660873136e-02	 7.51343872559132e-02	 2.07461201267737e-03	 6.51929680947354e-02	-2.66012969512615e-02	 5.88058155633980e-02	 7.17912192320568e-02	 1.02651226751016e-02	4.930890960e+05
-1.04795678893379e-02	 4.55516215197005e-02	-1.53498238516591e-02	 2.96080509660908e-02	 2.63133700628319e-02	-2.05825862358935e-02	-1.44323712565003e-02	 1.35540890834298e-02	 5.20670797200942e-03	-3.03823498955036e-03	 6.65094468039695e-03	-1.24692701949482e-02	-1.43355064552122e-02	4.880839873e+05
