Gene Symbol	SPOT	Profile	0h	0.5h	3h	6h	12h
PPP1R2	11342;13153;19008	37	0.00	0.07	-0.04	-0.41	-0.91
PSG2	11344;14375	0	0.00	-1.04	-1.04	-1.07	-0.63
MMP1	11348	18	0.00	-0.56	0.98	1.19	1.07
BAT8	11376	8	0.00	-0.26	-0.94	-0.79	-0.39
PCK2	11408	41	0.00	0.44	0.31	0.99	1.41
0 (SPOT_11462)	11462	42	0.00	0.07	0.86	0.26	0.32
0 (SPOT_11475)	11475	16	0.00	-0.27	1.13	0.41	0.08
MUTYH	11498	41	0.00	-0.01	0.29	0.36	1.02
0 (SPOT_11519)	11519	43	0.00	0.54	1.14	0.79	0.50
0 (SPOT_11559)	11559	48	0.00	0.52	0.78	0.51	0.97
0 (SPOT_11560)	11560	36	0.00	0.54	0.75	-0.21	0.89
TIGD2	11561	8	0.00	-0.14	-0.89	-0.40	-0.69
DKFZP566I1024	11578;21644	0	0.00	-0.56	-0.41	-0.85	-0.42
CDC7L1	11608	9	0.00	-0.05	-0.37	-0.50	-0.82
SERPINA4	11610	23	0.00	0.06	-0.81	0.15	0.18
0 (SPOT_11641)	11641	48	0.00	0.94	0.87	0.50	0.93
MGC33510	11642	38	0.00	1.37	1.17	0.86	1.11
0 (SPOT_11644)	11644	38	0.00	0.70	0.84	0.78	0.97
MAFF	11654	42	0.00	0.37	2.13	1.07	1.24
SCRG1	11660	42	0.00	0.36	0.77	0.48	0.83
0 (SPOT_11713)	11713	42	0.00	0.43	0.82	0.52	0.88
LOC51668	11718	44	0.00	0.26	-0.06	-0.38	-1.08
0 (SPOT_11727)	11727	42	0.00	0.65	1.10	0.61	0.82
0 (SPOT_11735)	11735	49	0.00	0.72	0.73	1.17	0.54
0 (SPOT_11758)	11758	24	0.00	-0.04	-0.05	-1.57	-0.17
0 (SPOT_11759)	11759	12	0.00	-0.73	0.21	-0.90	0.03
0 (SPOT_11786)	11786	38	0.00	0.87	0.60	0.86	0.83
0 (SPOT_11800)	11800	18	0.00	-0.17	1.98	2.20	1.71
0 (SPOT_11824)	11824	24	0.00	0.00	-0.06	-0.85	-0.22
0 (SPOT_11835)	11835	3	0.00	-0.82	-0.55	-0.51	-0.33
0 (SPOT_11856)	11856	9	0.00	-0.27	-0.64	-1.47	-1.31
0 (SPOT_11857)	11857	9	0.00	-0.16	-0.23	-0.53	-1.29
ADA	11881	8	0.00	-0.48	-0.85	-0.82	-0.81
SCN8A	11907	48	0.00	0.63	0.55	0.29	0.91
0 (SPOT_11913)	11913	49	0.00	0.71	0.88	0.85	0.43
0 (SPOT_11930)	11930	42	0.00	1.34	3.27	1.36	3.72
0 (SPOT_11931)	11931	42	0.00	0.74	3.49	1.04	0.97
0 (SPOT_11932)	11932	41	0.00	0.26	0.67	1.01	2.20
0 (SPOT_11942)	11942	39	0.00	0.37	0.32	0.87	0.74
0 (SPOT_11948)	11948	44	0.00	0.08	-0.32	-1.11	-1.12
0 (SPOT_12008)	12008	42	0.00	0.83	2.18	1.03	0.90
0 (SPOT_12016)	12016	42	0.00	0.45	1.05	0.50	0.76
0 (SPOT_12022)	12022	2	0.00	-2.50	-1.56	-2.19	-3.21
0 (SPOT_12037)	12037	8	0.00	-0.14	-0.93	-0.78	-0.90
0 (SPOT_12066)	12066	9	0.00	-0.52	-0.65	-0.82	-0.97
0 (SPOT_12067)	12067	2	0.00	-1.45	-1.24	-1.30	-1.23
0 (SPOT_12073)	12073	45	0.00	1.71	1.39	0.94	0.15
0 (SPOT_12076)	12076	47	0.00	1.26	0.97	0.25	0.57
0 (SPOT_12077)	12077	45	0.00	2.13	1.55	0.40	0.20
0 (SPOT_12078)	12078	16	0.00	-0.20	0.80	0.39	0.18
0 (SPOT_12082)	12082	46	0.00	2.01	0.53	0.96	1.09
0 (SPOT_12089)	12089	39	0.00	2.12	1.88	8.39	4.37
UNG	12098	9	0.00	-0.19	-0.47	-0.85	-1.16
SLC21A2	12109	25	0.00	-0.59	-0.58	-0.88	0.33
CTSE	12143	6	0.00	-0.85	-0.63	-0.27	0.32
NEDD4	12147	43	0.00	0.01	0.64	0.87	0.46
MTHFD2	12148	39	0.00	0.67	0.97	1.72	0.90
MGC39325	12157;23459	10	0.00	-0.27	-0.88	-0.30	-0.18
0 (SPOT_12195)	12195	40	0.00	0.59	2.33	0.81	0.38
0 (SPOT_12207)	12207	0	0.00	-0.35	-0.93	-1.05	-0.66
EEF1E1	12291	9	0.00	-0.09	-0.28	-0.43	-0.91
0 (SPOT_12308)	12308	38	0.00	0.65	0.88	1.01	1.00
POLD1	12351	8	0.00	-0.20	-0.77	-0.67	-0.81
C6ORF33	12392;22228	0	0.00	-0.85	-1.38	-1.15	-0.57
0 (SPOT_12402)	12402	41	0.00	0.20	0.30	0.75	0.98
0 (SPOT_12420)	12420	38	0.00	0.82	0.69	0.70	0.60
NME1	12422	9	0.00	-0.05	-0.28	-0.34	-1.03
0 (SPOT_12426)	12426	41	0.00	-0.02	0.74	1.07	1.37
0 (SPOT_12501)	12501	45	0.00	1.31	0.21	-0.02	0.07
0 (SPOT_12505)	12505	46	0.00	1.08	0.02	0.32	0.35
0 (SPOT_12513)	12513	46	0.00	1.09	0.46	0.34	0.41
0 (SPOT_12523)	12523	39	0.00	0.76	0.50	1.04	0.86
0 (SPOT_12565)	12565	42	0.00	0.28	0.97	0.51	0.45
0 (SPOT_12606)	12606	17	0.00	-0.17	1.00	1.05	-0.80
0 (SPOT_12609)	12609	16	0.00	-0.13	1.02	0.09	0.11
0 (SPOT_12637)	12637	9	0.00	-0.34	-0.73	-0.99	-1.00
RELB	12648	18	0.00	-0.15	2.11	2.39	2.14
0 (SPOT_12652)	12652	12	0.00	-1.29	-0.22	-1.84	-0.74
BSN	12669	3	0.00	-0.86	-0.48	-0.44	-0.52
TAGLN	12677	39	0.00	0.35	0.37	0.89	0.72
ANK3	12678;20981;23716	2	0.00	-0.55	-0.46	-0.86	-0.68
0 (SPOT_12694)	12694	45	0.00	1.35	0.20	-0.46	-0.07
0 (SPOT_12713)	12713	29	0.00	0.16	0.32	0.85	0.13
SET	12716;14569;21971	37	0.00	-0.03	-0.07	-0.21	-0.83
0 (SPOT_12723)	12723	15	0.00	-0.04	0.98	0.02	-0.08
0 (SPOT_12744)	12744	11	0.00	-0.90	-1.09	-0.00	-0.38
0 (SPOT_12766)	12766	1	0.00	-0.91	-0.93	-0.70	-1.49
0 (SPOT_12780)	12780	10	0.00	-0.71	-0.82	-0.65	-0.21
0 (SPOT_12792)	12792	27	0.00	-0.01	0.90	-0.40	0.49
0 (SPOT_12830)	12830	11	0.00	-1.00	-1.37	0.21	-0.91
0 (SPOT_12831)	12831	13	0.00	-0.28	1.12	0.15	-1.10
0 (SPOT_12832)	12832	15	0.00	-0.83	0.23	-1.46	-1.58
0 (SPOT_12836)	12836	24	0.00	0.22	0.15	-0.91	-0.35
0 (SPOT_12837)	12837	22	0.00	-0.24	-0.26	-0.31	-1.32
0 (SPOT_12840)	12840	22	0.00	-0.65	-1.42	-0.91	-2.17
RPA2	12858	9	0.00	0.00	-0.35	-0.43	-0.82
PFC	12862	42	0.00	0.59	2.52	0.54	0.88
0 (SPOT_12922)	12922	41	0.00	0.21	1.49	1.54	1.64
SIVA	12932	9	0.00	-0.02	-0.41	-0.39	-0.85
0 (SPOT_12967)	12967	2	0.00	-1.93	-1.01	-1.75	-1.96
0 (SPOT_13070)	13070	38	0.00	0.87	0.98	0.60	0.93
0 (SPOT_13073)	13073	38	0.00	0.46	0.65	0.81	0.76
PROL2	13121	18	0.00	-0.46	0.69	1.08	0.95
0 (SPOT_13146)	13146	9	0.00	-0.54	-0.59	-1.07	-1.60
0 (SPOT_13147)	13147	8	0.00	-0.50	-0.95	-0.55	-0.40
FLJ25157	13156	38	0.00	0.71	0.87	0.71	0.51
BMI1	13163;18195;20102;22837	29	0.00	-0.29	0.44	1.02	0.36
0 (SPOT_13164)	13164	41	0.00	0.13	0.35	0.80	0.81
0 (SPOT_13173)	13173	48	0.00	0.89	0.90	0.34	0.92
0 (SPOT_13175)	13175	38	0.00	0.77	1.13	1.03	0.75
FEN1	13177	9	0.00	-0.02	-0.30	-0.47	-0.89
EHD4	13193	43	0.00	0.18	0.64	0.81	0.42
0 (SPOT_13196)	13196	2	0.00	-1.05	-0.86	-1.24	-0.97
MYBBP1A	13217	9	0.00	-0.02	-0.61	-0.83	-0.91
0 (SPOT_13225)	13225	49	0.00	0.69	0.98	0.91	0.30
0 (SPOT_13228)	13228	38	0.00	0.99	1.21	1.03	0.90
0 (SPOT_13231)	13231	42	0.00	1.58	2.34	1.03	1.20
0 (SPOT_13238)	13238	46	0.00	1.47	1.12	0.79	0.92
0 (SPOT_13239)	13239	38	0.00	1.45	1.32	1.15	1.05
DKFZP434K0621	13240	38	0.00	1.69	2.08	1.57	1.33
0 (SPOT_13242)	13242	46	0.00	1.54	1.01	0.94	1.26
ICOS	13245	38	0.00	0.94	0.99	0.83	0.83
0 (SPOT_13268)	13268	38	0.00	1.50	1.77	1.54	1.60
0 (SPOT_13270)	13270	46	0.00	1.07	0.86	0.69	0.75
MARCKS	13283;13661	14	0.00	-0.19	0.44	1.07	0.65
0 (SPOT_13287)	13287	9	0.00	0.06	-0.30	-0.82	-0.92
C20ORF96	13315	43	0.00	0.20	0.87	1.10	0.69
0 (SPOT_13334)	13334	43	0.00	-0.23	1.43	0.93	0.54
SYTL4	13366	39	0.00	0.12	0.28	0.82	0.74
0 (SPOT_13370)	13370	49	0.00	0.48	0.59	0.82	0.48
COL4A5	13400	5	0.00	-0.83	-0.41	-0.15	-0.11
0 (SPOT_13413)	13413	29	0.00	-0.37	0.66	1.06	0.35
0 (SPOT_13428)	13428	41	0.00	0.11	0.84	0.82	1.20
KRT17	13433;18725	14	0.00	-0.12	0.83	2.02	1.42
0 (SPOT_13452)	13452	41	0.00	0.57	1.50	1.54	2.42
0 (SPOT_13462)	13462	13	0.00	-0.45	-0.11	-0.13	-1.24
FLJ20591	13465	14	0.00	-0.29	0.26	1.01	1.21
0 (SPOT_13479)	13479	43	0.00	0.48	0.82	0.79	0.54
0 (SPOT_13518)	13518	13	0.00	-0.59	-0.19	-0.01	-1.06
0 (SPOT_13540)	13540	27	0.00	-0.01	1.15	-1.96	-0.32
0 (SPOT_13541)	13541	34	0.00	0.95	0.28	0.66	0.15
0 (SPOT_13584)	13584	49	0.00	0.79	0.63	0.90	0.07
0 (SPOT_13585)	13585	49	0.00	1.18	1.11	1.08	0.17
0 (SPOT_13588)	13588	37	0.00	0.08	0.81	-0.09	-0.94
0 (SPOT_13589)	13589	44	0.00	0.72	0.81	-0.37	-0.48
0 (SPOT_13591)	13591	40	0.00	0.43	1.18	0.60	0.15
0 (SPOT_13594)	13594	37	0.00	0.21	0.17	-0.49	-1.00
0 (SPOT_13595)	13595	37	0.00	0.86	0.76	0.24	-0.55
PCYT2	13630	0	0.00	-0.26	-0.80	-0.87	-0.28
CTSD	13655	33	0.00	0.52	0.22	0.06	1.54
0 (SPOT_13658)	13658	43	0.00	1.06	1.72	1.88	1.59
NK4	13659	41	0.00	-0.35	1.50	2.47	2.93
LDLR	13663	42	0.00	0.25	1.05	0.50	1.10
0 (SPOT_13722)	13722	42	0.00	0.74	1.03	0.51	0.81
0 (SPOT_13729)	13729	38	0.00	0.69	0.74	0.64	0.86
0 (SPOT_13730)	13730	42	0.00	0.46	1.08	0.50	1.00
0 (SPOT_13762)	13762	42	0.00	0.04	0.82	0.51	0.78
0 (SPOT_13764)	13764	9	0.00	0.05	-0.54	-0.68	-1.06
PLAA	13771	19	0.00	-0.04	-0.39	-0.83	-0.52
GOLPH2	13785	1	0.00	-0.90	-0.88	-0.85	-0.80
0 (SPOT_13788)	13788	0	0.00	-0.39	-0.49	-0.80	-0.57
0 (SPOT_13807)	13807	0	0.00	-0.41	-0.47	-0.86	-0.67
0 (SPOT_13819)	13819	43	0.00	0.05	1.85	1.61	0.90
DKFZP762L0311	13834;15464;19286	44	0.00	0.18	-0.22	-0.89	-0.75
MGC41924	13840	43	0.00	0.05	0.68	1.09	0.73
PDGFA	13863	18	0.00	-0.26	0.49	0.68	0.86
MGC17330	13880	28	0.00	0.24	0.26	0.25	0.91
HTR2B	13917	38	0.00	1.94	1.56	1.70	2.02
DGKI	13927	46	0.00	1.15	1.03	0.77	0.58
0 (SPOT_13981)	13981	38	0.00	0.98	1.04	0.78	1.07
0 (SPOT_13985)	13985	38	0.00	1.09	1.04	0.89	1.02
0 (SPOT_13989)	13989	47	0.00	0.88	0.91	0.43	0.61
HS747E2A	13997	35	0.00	0.78	0.14	0.87	0.74
0 (SPOT_14001)	14001	38	0.00	0.71	0.81	0.92	0.82
0 (SPOT_14005)	14005	49	0.00	0.79	1.05	1.13	0.39
0 (SPOT_14023)	14023	38	0.00	0.79	0.81	0.55	0.59
PIF1	14045	8	0.00	-0.22	-0.94	-0.60	-0.54
0 (SPOT_14063)	14063	49	0.00	1.13	0.88	1.31	0.37
0 (SPOT_14078)	14078	48	0.00	0.62	0.66	0.47	0.85
0 (SPOT_14082)	14082	43	0.00	0.01	0.91	1.20	0.90
0 (SPOT_14083)	14083	49	0.00	0.72	0.82	0.85	0.26
MGC4308	14102	37	0.00	0.40	0.26	0.25	-0.93
0 (SPOT_14105)	14105	44	0.00	0.36	0.39	-0.57	-0.83
0 (SPOT_14130)	14130	38	0.00	1.30	1.76	1.24	1.79
REG1B	14140	3	0.00	-1.24	-1.01	-0.80	-0.23
0 (SPOT_14170)	14170	34	0.00	2.11	0.74	1.82	-0.65
SLC22A8	14182	27	0.00	1.53	4.97	-0.25	0.73
HPCAL1	14183	39	0.00	-0.06	0.02	1.11	0.47
0 (SPOT_14204)	14204	49	0.00	0.90	0.63	0.76	0.14
0 (SPOT_14211)	14211	38	0.00	0.70	0.81	0.73	0.57
0 (SPOT_14222)	14222	29	0.00	0.15	0.17	1.04	0.07
0 (SPOT_14226)	14226	43	0.00	0.43	1.08	1.05	0.45
CLDN14	14229	41	0.00	0.32	0.40	0.84	0.95
0 (SPOT_14241)	14241	49	0.00	0.49	0.51	0.92	0.48
0 (SPOT_14249)	14249	38	0.00	0.76	0.88	0.70	0.41
TNFRSF14	14255	34	0.00	1.54	0.29	1.14	0.53
0 (SPOT_14263)	14263	49	0.00	0.81	0.85	0.98	0.57
0 (SPOT_14264)	14264	43	0.00	-0.03	1.00	0.85	0.82
0 (SPOT_14277)	14277	26	0.00	0.91	0.59	0.95	-0.42
0 (SPOT_14307)	14307	8	0.00	-0.37	-0.82	-0.51	-0.50
0 (SPOT_14316)	14316	49	0.00	0.84	0.59	1.10	0.49
0 (SPOT_14317)	14317	46	0.00	0.92	0.68	0.74	0.37
0 (SPOT_14322)	14322	49	0.00	0.81	0.51	0.90	0.36
0 (SPOT_14332)	14332	49	0.00	0.97	0.58	1.33	0.25
0 (SPOT_14342)	14342	1	0.00	-1.59	-1.09	-0.50	-1.20
0 (SPOT_14347)	14347	46	0.00	2.64	1.08	1.49	1.81
0 (SPOT_14364)	14364	36	0.00	1.45	1.57	-1.94	2.86
MMRN	14422	29	0.00	0.23	0.44	0.94	0.13
SLC2A1	14445;23233	41	0.00	-0.01	0.51	0.64	0.89
0 (SPOT_14467)	14467	8	0.00	-0.30	-1.06	-0.36	-0.45
0 (SPOT_14505)	14505	38	0.00	0.82	0.68	0.62	0.64
ITPKC	14548	18	0.00	-0.18	0.81	0.46	0.73
0 (SPOT_14551)	14551	7	0.00	-1.19	-0.01	-0.12	-0.04
OASIS	14582;22455	33	0.00	0.49	-0.02	-0.00	1.00
0 (SPOT_14588)	14588	48	0.00	0.38	0.72	0.11	0.83
0 (SPOT_14590)	14590	38	0.00	0.89	0.83	0.67	0.51
0 (SPOT_14592)	14592	48	0.00	1.03	1.30	0.67	1.16
0 (SPOT_14594)	14594	49	0.00	0.35	0.53	0.80	0.26
0 (SPOT_14611)	14611	41	0.00	-0.01	0.49	0.64	1.08
KEL	14620	42	0.00	0.25	0.99	0.54	0.42
MGST2	14637	1	0.00	-0.79	-0.90	-0.64	-0.70
0 (SPOT_14671)	14671	48	0.00	0.70	0.88	0.28	0.82
LAMA4	14674;21934	43	0.00	0.47	1.15	0.89	0.80
0 (SPOT_14679)	14679	46	0.00	1.41	0.76	0.74	0.98
0 (SPOT_14681)	14681	48	0.00	1.26	1.08	0.58	1.05
0 (SPOT_14683)	14683	38	0.00	0.60	0.84	0.53	0.75
C8ORF4	14685	46	0.00	2.36	1.29	1.83	1.81
P8	14698	41	0.00	0.32	0.20	0.78	1.39
0 (SPOT_14737)	14737	46	0.00	1.20	0.61	0.86	0.92
0 (SPOT_14738)	14738	38	0.00	1.63	1.43	1.37	1.37
0 (SPOT_14743)	14743	39	0.00	1.52	0.89	2.05	1.44
GCM2	14749	43	0.00	0.58	0.96	0.83	0.75
0 (SPOT_14750)	14750	43	0.00	0.23	0.86	0.68	0.44
MGC16212	14751	42	0.00	0.69	1.84	0.73	0.86
0 (SPOT_14752)	14752	38	0.00	0.94	0.82	0.72	0.60
0 (SPOT_14757)	14757	42	0.00	0.52	0.92	0.51	0.63
0 (SPOT_14831)	14831	49	0.00	1.52	1.55	2.10	1.16
0 (SPOT_14855)	14855	38	0.00	0.88	0.86	0.98	0.73
0 (SPOT_14876)	14876	29	0.00	0.40	0.36	1.21	0.18
0 (SPOT_14885)	14885	38	0.00	1.04	0.93	0.99	0.93
0 (SPOT_14886)	14886	38	0.00	1.39	1.11	1.50	0.97
DUSP2	14899	37	0.00	0.34	0.89	-0.22	-0.53
LAMB2	14912	10	0.00	-0.64	-0.90	-0.42	-0.11
SLAM	14913	38	0.00	0.64	0.70	0.81	0.62
ABCG1	14916	38	0.00	1.61	1.71	1.96	1.40
0 (SPOT_14939)	14939	49	0.00	0.70	0.54	0.82	0.29
0 (SPOT_14964)	14964	10	0.00	-0.33	-1.32	-0.31	-0.23
0 (SPOT_14965)	14965	43	0.00	0.12	0.85	0.92	0.40
0 (SPOT_14967)	14967	49	0.00	1.53	1.48	1.89	0.42
0 (SPOT_14977)	14977	1	0.00	-0.50	-0.65	-0.31	-0.90
0 (SPOT_14980)	14980	0	0.00	-1.65	-1.93	-2.04	-1.65
0 (SPOT_14999)	14999	49	0.00	0.76	0.79	1.00	0.07
0 (SPOT_15000)	15000	49	0.00	0.44	0.48	0.93	0.35
0 (SPOT_15009)	15009	49	0.00	1.30	0.80	1.32	0.54
0 (SPOT_15012)	15012	22	0.00	0.42	-0.02	0.67	-1.44
0 (SPOT_15018)	15018	43	0.00	0.27	0.67	1.13	0.48
0 (SPOT_15030)	15030	29	0.00	0.35	0.31	1.06	-0.06
0 (SPOT_15036)	15036	39	0.00	0.40	0.34	1.06	0.48
0 (SPOT_15042)	15042	49	0.00	0.56	0.35	0.96	0.39
0 (SPOT_15043)	15043	46	0.00	0.87	0.50	0.74	0.52
0 (SPOT_15046)	15046	11	0.00	-0.22	-0.17	0.98	0.21
0 (SPOT_15047)	15047	34	0.00	0.87	-0.33	2.08	-0.27
0 (SPOT_15049)	15049	39	0.00	0.46	-0.06	0.97	0.39
0 (SPOT_15051)	15051	40	0.00	1.12	2.02	1.15	0.60
0 (SPOT_15088)	15088	29	0.00	-0.04	0.10	1.05	0.08
0 (SPOT_15097)	15097	49	0.00	0.54	0.34	1.47	0.33
0 (SPOT_15098)	15098	39	0.00	0.44	0.64	1.55	1.14
0 (SPOT_15099)	15099	46	0.00	1.62	0.43	1.14	0.72
0 (SPOT_15100)	15100	38	0.00	1.05	1.04	1.26	0.84
0 (SPOT_15101)	15101	39	0.00	0.68	0.25	1.34	1.08
0 (SPOT_15102)	15102	4	0.00	-0.63	-0.81	0.03	-1.08
0 (SPOT_15103)	15103	13	0.00	-0.56	0.06	-0.25	-1.54
0 (SPOT_15104)	15104	49	0.00	2.47	1.96	2.70	0.10
0 (SPOT_15105)	15105	49	0.00	2.15	1.18	2.21	0.92
0 (SPOT_15106)	15106	34	0.00	1.51	0.36	1.02	0.12
0 (SPOT_15107)	15107	42	0.00	0.01	1.02	0.30	0.23
0 (SPOT_15108)	15108	49	0.00	1.59	1.02	1.91	0.06
ID2	15121	9	0.00	-0.31	-0.66	-0.58	-0.93
GBP2	15125	43	0.00	0.36	0.88	0.88	0.85
SR-BP1	15131;21723	19	0.00	-0.17	-0.55	-0.81	-0.71
H_GS165L15.1	15135	43	0.00	0.03	1.35	1.81	1.35
SMARCC2	15140	10	0.00	-0.32	-0.82	-0.50	-0.27
FMOD	15152	3	0.00	-0.96	-0.65	-0.48	-0.56
SERPINB2	15164	43	0.00	-0.03	3.28	3.44	2.32
GPX2	15186	6	0.00	-0.86	-0.74	-0.26	0.25
HELLS	15209	9	0.00	-0.40	-0.44	-0.53	-1.02
BNIP3L	15210	14	0.00	-0.47	-0.42	0.83	1.01
AQP3	15212	14	0.00	-1.14	0.16	1.14	1.52
FLJ12668	15243	0	0.00	-0.72	-1.09	-1.36	-1.16
0 (SPOT_15275)	15275	41	0.00	-0.11	0.99	1.55	1.49
TTYH2	15301	41	0.00	0.00	0.77	1.42	1.94
LSR68	15349	29	0.00	-0.06	0.33	0.83	0.33
HSPG2	15379	0	0.00	-0.69	-1.03	-0.83	-0.56
HSRTSBETA	15392	9	0.00	-0.21	-0.51	-0.41	-0.85
NME4	15396	8	0.00	-0.28	-0.75	-0.57	-0.82
0 (SPOT_15409)	15409	9	0.00	-0.20	-0.39	-0.33	-0.87
0 (SPOT_15427)	15427	39	0.00	0.88	1.23	2.02	1.56
0 (SPOT_15442)	15442	0	0.00	-0.46	-0.67	-0.81	-0.66
SOX12	15480;23202;24142	10	0.00	-0.53	-0.97	-0.66	-0.28
SSBP3	15505	10	0.00	-0.04	-0.88	-0.08	0.45
0 (SPOT_15514)	15514	41	0.00	0.48	0.60	0.66	0.90
DKFZP434M098	15524	20	0.00	-0.23	-0.83	0.05	-0.09
0 (SPOT_15537)	15537	40	0.00	0.11	1.12	0.79	-0.31
TLR7	15538	14	0.00	-0.39	0.18	0.82	0.24
0 (SPOT_15542)	15542	48	0.00	0.67	0.45	0.25	0.94
FLJ21791	15597;22778	43	0.00	0.44	1.51	1.68	1.45
APG-1	15600	22	0.00	-0.44	-0.52	-0.29	-0.86
0 (SPOT_15629)	15629	12	0.00	-1.00	-0.03	-0.62	0.08
BDKRB2	15638	43	0.00	0.07	2.43	2.82	2.15
CIRBP	15648	10	0.00	-0.42	-1.01	-0.55	-0.29
SPP1	15652	29	0.00	-0.18	0.06	1.06	-0.09
POP4	15681	11	0.00	-0.52	-0.54	1.22	-0.38
GM117	15684	22	0.00	-1.45	-1.50	-0.30	-3.11
0 (SPOT_15685)	15685	41	0.00	1.17	0.85	1.43	1.84
0 (SPOT_15700)	15700	43	0.00	0.65	1.12	1.66	0.86
0 (SPOT_15702)	15702	8	0.00	0.09	-1.70	-1.36	-1.30
0 (SPOT_15703)	15703	17	0.00	-1.64	1.10	1.54	-2.00
0 (SPOT_15704)	15704	43	0.00	-0.21	1.16	1.69	0.70
0 (SPOT_15710)	15710	17	0.00	-1.55	2.52	0.73	-1.47
0 (SPOT_15713)	15713	26	0.00	0.51	0.16	0.89	-1.32
0 (SPOT_15714)	15714	1	0.00	-3.60	-2.91	-2.80	-4.54
0 (SPOT_15718)	15718	35	0.00	1.12	0.37	1.37	1.46
0 (SPOT_15719)	15719	26	0.00	0.33	0.01	0.70	-1.01
0 (SPOT_15720)	15720	2	0.00	-1.23	-0.71	-0.74	-1.51
0 (SPOT_15729)	15729	7	0.00	-1.76	0.53	-0.25	-1.36
SDCCAG16	15746;23392	9	0.00	-0.34	-0.61	-0.77	-1.82
0 (SPOT_15784)	15784	18	0.00	-0.53	0.68	1.00	0.43
FCGRT	15786;17333;19929;21453	10	0.00	-0.59	-0.85	-0.60	-0.32
0 (SPOT_15794)	15794	5	0.00	-1.00	-0.32	0.02	-0.09
0 (SPOT_15796)	15796	22	0.00	-0.48	-0.58	-0.13	-1.26
0 (SPOT_15853)	15853	4	0.00	-2.02	-1.35	-0.33	-1.49
0 (SPOT_15854)	15854	7	0.00	-0.86	0.21	-0.22	-0.83
0 (SPOT_15857)	15857	13	0.00	-0.37	0.08	0.33	-1.42
0 (SPOT_15859)	15859	4	0.00	-1.21	-0.79	-0.40	-1.87
0 (SPOT_15860)	15860	2	0.00	-1.64	-0.82	-1.46	-2.02
0 (SPOT_15861)	15861	43	0.00	0.16	1.32	0.69	0.49
0 (SPOT_15862)	15862	1	0.00	-1.18	-1.01	-0.12	-0.97
0 (SPOT_15864)	15864	40	0.00	0.97	1.81	1.41	-0.22
CEACAM6	15880	6	0.00	-1.03	-0.85	-0.56	0.09
NFKBIA	15886	43	0.00	0.41	2.28	1.83	1.35
TAP1	15917	14	0.00	-0.46	0.02	0.86	0.58
0 (SPOT_15985)	15985	35	0.00	1.99	0.56	2.09	2.03
KIAA1856	16029	8	0.00	-0.13	-0.81	-0.35	-0.22
0 (SPOT_16111)	16111	29	0.00	-0.21	0.62	0.98	0.29
LRP8	16135	0	0.00	-0.24	-0.56	-0.96	-0.45
SULT2B1	16144	10	0.00	-0.39	-0.91	-0.73	-0.25
BTG1	16154	18	0.00	-0.29	0.55	1.03	0.87
KIAA1889	16179	46	0.00	0.96	0.53	0.63	0.63
FLJ23056	16183	42	0.00	0.59	0.85	0.31	0.56
0 (SPOT_16257)	16257	38	0.00	0.59	0.60	0.86	0.64
0 (SPOT_16306)	16306	47	0.00	1.14	1.17	0.63	0.60
0 (SPOT_16383)	16383	43	0.00	-0.16	0.97	0.97	0.59
TIF1	16411;18991	23	0.00	-0.38	-0.80	0.14	0.13
TBL3	16416	1	0.00	-2.20	-2.32	-1.48	-1.92
0 (SPOT_16422)	16422	47	0.00	2.08	2.49	0.87	0.79
0 (SPOT_16447)	16447	28	0.00	0.17	0.62	0.20	0.84
FGF1	16464;16665	38	0.00	0.69	0.79	0.99	0.89
0 (SPOT_16469)	16469	42	0.00	1.18	2.20	0.33	1.31
0 (SPOT_16470)	16470	29	0.00	-0.44	-0.06	3.19	-0.73
0 (SPOT_16476)	16476	18	0.00	-0.50	1.09	1.03	0.38
0 (SPOT_16478)	16478	9	0.00	-0.22	-0.59	-0.58	-1.31
0 (SPOT_16495)	16495	29	0.00	0.17	0.34	1.12	0.12
0 (SPOT_16527)	16527	18	0.00	-0.35	0.56	0.85	0.62
0 (SPOT_16543)	16543	1	0.00	-0.66	-0.82	-0.47	-1.09
RNF40	16572	33	0.00	0.22	0.01	0.11	0.82
0 (SPOT_16590)	16590	1	0.00	-0.44	-0.80	-0.25	-0.78
0 (SPOT_16609)	16609	1	0.00	-2.57	-2.90	-1.72	-2.39
0 (SPOT_16610)	16610	34	0.00	1.02	0.16	0.56	-0.02
0 (SPOT_16611)	16611	2	0.00	-1.54	-0.26	-0.91	-1.27
0 (SPOT_16615)	16615	38	0.00	1.53	1.50	1.22	1.12
SPRR2C	16641	41	0.00	0.38	0.70	1.49	1.60
BTN3A2	16648;19720	10	0.00	-0.62	-0.93	-0.59	-0.27
PLA2G2A	16677	3	0.00	-2.18	-1.84	-1.38	-0.48
GBP1	16695	29	0.00	-0.06	1.00	1.77	0.78
EGR1	16703	9	0.00	0.01	-0.61	-0.57	-0.93
ABCC13	16755	38	0.00	0.69	0.83	0.76	0.66
0 (SPOT_16763)	16763	38	0.00	0.84	0.92	0.95	0.72
LOC51762	16785	18	0.00	-0.33	0.88	1.12	0.54
0 (SPOT_16839)	16839	20	0.00	-0.16	-1.30	-0.11	-0.08
0 (SPOT_16846)	16846	19	0.00	-0.22	-1.34	-1.44	-1.24
PCDHB16	16867	18	0.00	-1.73	0.35	0.26	0.38
TGFBI	16877	40	0.00	0.97	1.21	0.81	0.45
